real.type	FS	HS	UR	rep	par	loci	sim	total	pFS	pHS	pUR
UR	0	2	9444	63	100	500	Parents = 100 & Loci = 500	9446	0	0	1
FS	104	0	0	65	100	500	Parents = 100 & Loci = 500	104	1	0	0
HS	0	280	0	65	100	500	Parents = 100 & Loci = 500	280	0	1	0
UR	0	0	9516	65	100	500	Parents = 100 & Loci = 500	9516	0	0	1
FS	134	0	0	66	100	500	Parents = 100 & Loci = 500	134	1	0	0
HS	0	268	0	66	100	500	Parents = 100 & Loci = 500	268	0	1	0
UR	0	0	9498	66	100	500	Parents = 100 & Loci = 500	9498	0	0	1
FS	144	0	0	67	100	500	Parents = 100 & Loci = 500	144	1	0	0
HS	0	352	0	67	100	500	Parents = 100 & Loci = 500	352	0	1	0
UR	0	0	9404	67	100	500	Parents = 100 & Loci = 500	9404	0	0	1
FS	162	0	0	68	100	500	Parents = 100 & Loci = 500	162	1	0	0
HS	0	192	0	68	100	500	Parents = 100 & Loci = 500	192	0	1	0
UR	0	0	9546	68	100	500	Parents = 100 & Loci = 500	9546	0	0	1
FS	122	0	0	69	100	500	Parents = 100 & Loci = 500	122	1	0	0
HS	0	196	0	69	100	500	Parents = 100 & Loci = 500	196	0	1	0
UR	0	0	9582	69	100	500	Parents = 100 & Loci = 500	9582	0	0	1
FS	154	0	0	6	100	500	Parents = 100 & Loci = 500	154	1	0	0
HS	0	210	4	6	100	500	Parents = 100 & Loci = 500	214	0	0.981	0.019
UR	0	4	9528	6	100	500	Parents = 100 & Loci = 500	9532	0	0	1
FS	124	0	0	70	100	500	Parents = 100 & Loci = 500	124	1	0	0
HS	0	254	0	70	100	500	Parents = 100 & Loci = 500	254	0	1	0
UR	0	2	9520	70	100	500	Parents = 100 & Loci = 500	9522	0	0	1
FS	140	0	0	71	100	500	Parents = 100 & Loci = 500	140	1	0	0
HS	0	216	0	71	100	500	Parents = 100 & Loci = 500	216	0	1	0
UR	0	0	9544	71	100	500	Parents = 100 & Loci = 500	9544	0	0	1
FS	112	0	0	72	100	500	Parents = 100 & Loci = 500	112	1	0	0
HS	0	284	0	72	100	500	Parents = 100 & Loci = 500	284	0	1	0
UR	0	0	9504	72	100	500	Parents = 100 & Loci = 500	9504	0	0	1
FS	162	0	0	73	100	500	Parents = 100 & Loci = 500	162	1	0	0
HS	0	286	0	73	100	500	Parents = 100 & Loci = 500	286	0	1	0
UR	0	0	9452	73	100	500	Parents = 100 & Loci = 500	9452	0	0	1
FS	128	0	0	74	100	500	Parents = 100 & Loci = 500	128	1	0	0
HS	0	354	2	74	100	500	Parents = 100 & Loci = 500	356	0	0.994	0.006
UR	0	2	9414	74	100	500	Parents = 100 & Loci = 500	9416	0	0	1
FS	70	0	0	75	100	500	Parents = 100 & Loci = 500	70	1	0	0
HS	0	354	2	75	100	500	Parents = 100 & Loci = 500	356	0	0.994	0.006
UR	0	0	9474	75	100	500	Parents = 100 & Loci = 500	9474	0	0	1
FS	148	0	0	76	100	500	Parents = 100 & Loci = 500	148	1	0	0
HS	0	254	0	76	100	500	Parents = 100 & Loci = 500	254	0	1	0
UR	0	0	9498	76	100	500	Parents = 100 & Loci = 500	9498	0	0	1
FS	148	0	0	77	100	500	Parents = 100 & Loci = 500	148	1	0	0
HS	0	226	0	77	100	500	Parents = 100 & Loci = 500	226	0	1	0
UR	0	0	9526	77	100	500	Parents = 100 & Loci = 500	9526	0	0	1
FS	166	2	0	78	100	500	Parents = 100 & Loci = 500	168	0.988	0.012	0
HS	0	226	0	78	100	500	Parents = 100 & Loci = 500	226	0	1	0
UR	0	0	9506	78	100	500	Parents = 100 & Loci = 500	9506	0	0	1
FS	138	0	0	79	100	500	Parents = 100 & Loci = 500	138	1	0	0
HS	0	368	0	79	100	500	Parents = 100 & Loci = 500	368	0	1	0
UR	0	0	9394	79	100	500	Parents = 100 & Loci = 500	9394	0	0	1
FS	120	0	0	7	100	500	Parents = 100 & Loci = 500	120	1	0	0
HS	0	292	0	7	100	500	Parents = 100 & Loci = 500	292	0	1	0
UR	0	0	9488	7	100	500	Parents = 100 & Loci = 500	9488	0	0	1
FS	144	0	0	80	100	500	Parents = 100 & Loci = 500	144	1	0	0
HS	0	234	0	80	100	500	Parents = 100 & Loci = 500	234	0	1	0
UR	0	0	9522	80	100	500	Parents = 100 & Loci = 500	9522	0	0	1
FS	130	0	0	81	100	500	Parents = 100 & Loci = 500	130	1	0	0
HS	0	254	0	81	100	500	Parents = 100 & Loci = 500	254	0	1	0
UR	0	0	9516	81	100	500	Parents = 100 & Loci = 500	9516	0	0	1
FS	78	0	0	82	100	500	Parents = 100 & Loci = 500	78	1	0	0
HS	0	332	2	82	100	500	Parents = 100 & Loci = 500	334	0	0.994	0.006
UR	0	0	9488	82	100	500	Parents = 100 & Loci = 500	9488	0	0	1
FS	134	0	0	83	100	500	Parents = 100 & Loci = 500	134	1	0	0
HS	0	276	0	83	100	500	Parents = 100 & Loci = 500	276	0	1	0
UR	0	0	9490	83	100	500	Parents = 100 & Loci = 500	9490	0	0	1
FS	122	0	0	84	100	500	Parents = 100 & Loci = 500	122	1	0	0
HS	0	232	0	84	100	500	Parents = 100 & Loci = 500	232	0	1	0
UR	0	0	9546	84	100	500	Parents = 100 & Loci = 500	9546	0	0	1
FS	162	0	0	85	100	500	Parents = 100 & Loci = 500	162	1	0	0
HS	0	218	0	85	100	500	Parents = 100 & Loci = 500	218	0	1	0
UR	0	0	9520	85	100	500	Parents = 100 & Loci = 500	9520	0	0	1
FS	128	0	0	86	100	500	Parents = 100 & Loci = 500	128	1	0	0
HS	0	302	0	86	100	500	Parents = 100 & Loci = 500	302	0	1	0
UR	0	4	9466	86	100	500	Parents = 100 & Loci = 500	9470	0	0	1
FS	142	0	0	87	100	500	Parents = 100 & Loci = 500	142	1	0	0
HS	0	348	0	87	100	500	Parents = 100 & Loci = 500	348	0	1	0
UR	0	0	9410	87	100	500	Parents = 100 & Loci = 500	9410	0	0	1
FS	194	0	0	88	100	500	Parents = 100 & Loci = 500	194	1	0	0
HS	0	256	0	88	100	500	Parents = 100 & Loci = 500	256	0	1	0
UR	0	2	9448	88	100	500	Parents = 100 & Loci = 500	9450	0	0	1
FS	108	0	0	89	100	500	Parents = 100 & Loci = 500	108	1	0	0
HS	0	292	0	89	100	500	Parents = 100 & Loci = 500	292	0	1	0
UR	0	4	9496	89	100	500	Parents = 100 & Loci = 500	9500	0	0	1
FS	88	0	0	8	100	500	Parents = 100 & Loci = 500	88	1	0	0
HS	0	376	0	8	100	500	Parents = 100 & Loci = 500	376	0	1	0
UR	0	0	9436	8	100	500	Parents = 100 & Loci = 500	9436	0	0	1
FS	128	0	0	90	100	500	Parents = 100 & Loci = 500	128	1	0	0
HS	0	292	0	90	100	500	Parents = 100 & Loci = 500	292	0	1	0
UR	0	0	9480	90	100	500	Parents = 100 & Loci = 500	9480	0	0	1
FS	146	0	0	91	100	500	Parents = 100 & Loci = 500	146	1	0	0
HS	0	224	0	91	100	500	Parents = 100 & Loci = 500	224	0	1	0
UR	0	2	9528	91	100	500	Parents = 100 & Loci = 500	9530	0	0	1
FS	184	0	0	92	100	500	Parents = 100 & Loci = 500	184	1	0	0
HS	0	184	0	92	100	500	Parents = 100 & Loci = 500	184	0	1	0
UR	0	0	9532	92	100	500	Parents = 100 & Loci = 500	9532	0	0	1
FS	156	0	0	93	100	500	Parents = 100 & Loci = 500	156	1	0	0
HS	0	308	0	93	100	500	Parents = 100 & Loci = 500	308	0	1	0
UR	0	2	9434	93	100	500	Parents = 100 & Loci = 500	9436	0	0	1
FS	140	0	0	94	100	500	Parents = 100 & Loci = 500	140	1	0	0
HS	0	418	0	94	100	500	Parents = 100 & Loci = 500	418	0	1	0
UR	0	2	9340	94	100	500	Parents = 100 & Loci = 500	9342	0	0	1
FS	76	0	0	95	100	500	Parents = 100 & Loci = 500	76	1	0	0
HS	0	426	0	95	100	500	Parents = 100 & Loci = 500	426	0	1	0
UR	0	0	9398	95	100	500	Parents = 100 & Loci = 500	9398	0	0	1
FS	174	0	0	96	100	500	Parents = 100 & Loci = 500	174	1	0	0
HS	0	244	0	96	100	500	Parents = 100 & Loci = 500	244	0	1	0
UR	0	0	9482	96	100	500	Parents = 100 & Loci = 500	9482	0	0	1
FS	112	0	0	97	100	500	Parents = 100 & Loci = 500	112	1	0	0
HS	0	252	4	97	100	500	Parents = 100 & Loci = 500	256	0	0.984	0.016
UR	0	0	9532	97	100	500	Parents = 100 & Loci = 500	9532	0	0	1
FS	116	0	0	98	100	500	Parents = 100 & Loci = 500	116	1	0	0
HS	0	310	0	98	100	500	Parents = 100 & Loci = 500	310	0	1	0
UR	0	0	9474	98	100	500	Parents = 100 & Loci = 500	9474	0	0	1
FS	170	0	0	99	100	500	Parents = 100 & Loci = 500	170	1	0	0
HS	0	200	0	99	100	500	Parents = 100 & Loci = 500	200	0	1	0
UR	0	0	9530	99	100	500	Parents = 100 & Loci = 500	9530	0	0	1
FS	204	0	0	9	100	500	Parents = 100 & Loci = 500	204	1	0	0
HS	0	222	0	9	100	500	Parents = 100 & Loci = 500	222	0	1	0
UR	0	0	9474	9	100	500	Parents = 100 & Loci = 500	9474	0	0	1
FS	4	12	0	1	1000	100	Parents = 1000 & Loci = 100	16	0.25	0.75	0
HS	0	14	16	1	1000	100	Parents = 1000 & Loci = 100	30	0	0.467	0.533
UR	4	302	9548	1	1000	100	Parents = 1000 & Loci = 100	9854	0	0.031	0.969
FS	2	6	0	10	1000	100	Parents = 1000 & Loci = 100	8	0.25	0.75	0
HS	0	16	12	10	1000	100	Parents = 1000 & Loci = 100	28	0	0.571	0.429
UR	12	330	9522	10	1000	100	Parents = 1000 & Loci = 100	9864	0.001	0.033	0.965
FS	6	4	0	100	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	0	16	14	100	1000	100	Parents = 1000 & Loci = 100	30	0	0.533	0.467
UR	6	308	9546	100	1000	100	Parents = 1000 & Loci = 100	9860	0.001	0.031	0.968
FS	6	4	0	11	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	2	20	24	11	1000	100	Parents = 1000 & Loci = 100	46	0.043	0.435	0.522
UR	2	304	9538	11	1000	100	Parents = 1000 & Loci = 100	9844	0	0.031	0.969
FS	8	2	0	12	1000	100	Parents = 1000 & Loci = 100	10	0.8	0.2	0
HS	2	6	24	12	1000	100	Parents = 1000 & Loci = 100	32	0.062	0.188	0.75
UR	8	316	9534	12	1000	100	Parents = 1000 & Loci = 100	9858	0.001	0.032	0.967
FS	4	0	0	13	1000	100	Parents = 1000 & Loci = 100	4	1	0	0
HS	0	20	22	13	1000	100	Parents = 1000 & Loci = 100	42	0	0.476	0.524
UR	0	294	9560	13	1000	100	Parents = 1000 & Loci = 100	9854	0	0.03	0.97
FS	8	0	0	14	1000	100	Parents = 1000 & Loci = 100	8	1	0	0
HS	4	16	10	14	1000	100	Parents = 1000 & Loci = 100	30	0.133	0.533	0.333
UR	4	362	9496	14	1000	100	Parents = 1000 & Loci = 100	9862	0	0.037	0.963
FS	8	2	2	15	1000	100	Parents = 1000 & Loci = 100	12	0.667	0.167	0.167
HS	2	34	10	15	1000	100	Parents = 1000 & Loci = 100	46	0.043	0.739	0.217
UR	6	290	9546	15	1000	100	Parents = 1000 & Loci = 100	9842	0.001	0.029	0.97
FS	8	0	0	16	1000	100	Parents = 1000 & Loci = 100	8	1	0	0
HS	2	8	12	16	1000	100	Parents = 1000 & Loci = 100	22	0.091	0.364	0.545
UR	2	304	9564	16	1000	100	Parents = 1000 & Loci = 100	9870	0	0.031	0.969
FS	10	6	0	17	1000	100	Parents = 1000 & Loci = 100	16	0.625	0.375	0
HS	4	22	8	17	1000	100	Parents = 1000 & Loci = 100	34	0.118	0.647	0.235
UR	2	320	9528	17	1000	100	Parents = 1000 & Loci = 100	9850	0	0.032	0.967
FS	12	4	0	18	1000	100	Parents = 1000 & Loci = 100	16	0.75	0.25	0
HS	0	6	10	18	1000	100	Parents = 1000 & Loci = 100	16	0	0.375	0.625
UR	2	310	9556	18	1000	100	Parents = 1000 & Loci = 100	9868	0	0.031	0.968
FS	8	4	2	19	1000	100	Parents = 1000 & Loci = 100	14	0.571	0.286	0.143
HS	2	10	6	19	1000	100	Parents = 1000 & Loci = 100	18	0.111	0.556	0.333
UR	4	328	9536	19	1000	100	Parents = 1000 & Loci = 100	9868	0	0.033	0.966
FS	2	0	2	2	1000	100	Parents = 1000 & Loci = 100	4	0.5	0	0.5
HS	2	10	12	2	1000	100	Parents = 1000 & Loci = 100	24	0.083	0.417	0.5
UR	4	316	9552	2	1000	100	Parents = 1000 & Loci = 100	9872	0	0.032	0.968
FS	8	2	0	20	1000	100	Parents = 1000 & Loci = 100	10	0.8	0.2	0
HS	0	18	18	20	1000	100	Parents = 1000 & Loci = 100	36	0	0.5	0.5
UR	6	286	9562	20	1000	100	Parents = 1000 & Loci = 100	9854	0.001	0.029	0.97
FS	12	4	0	21	1000	100	Parents = 1000 & Loci = 100	16	0.75	0.25	0
HS	4	16	14	21	1000	100	Parents = 1000 & Loci = 100	34	0.118	0.471	0.412
UR	2	314	9534	21	1000	100	Parents = 1000 & Loci = 100	9850	0	0.032	0.968
FS	2	2	0	22	1000	100	Parents = 1000 & Loci = 100	4	0.5	0.5	0
HS	0	16	14	22	1000	100	Parents = 1000 & Loci = 100	30	0	0.533	0.467
UR	10	340	9516	22	1000	100	Parents = 1000 & Loci = 100	9866	0.001	0.034	0.965
FS	8	0	2	23	1000	100	Parents = 1000 & Loci = 100	10	0.8	0	0.2
HS	0	16	10	23	1000	100	Parents = 1000 & Loci = 100	26	0	0.615	0.385
UR	4	304	9556	23	1000	100	Parents = 1000 & Loci = 100	9864	0	0.031	0.969
FS	4	0	0	24	1000	100	Parents = 1000 & Loci = 100	4	1	0	0
HS	0	16	12	24	1000	100	Parents = 1000 & Loci = 100	28	0	0.571	0.429
UR	10	366	9492	24	1000	100	Parents = 1000 & Loci = 100	9868	0.001	0.037	0.962
FS	10	2	0	25	1000	100	Parents = 1000 & Loci = 100	12	0.833	0.167	0
HS	0	28	14	25	1000	100	Parents = 1000 & Loci = 100	42	0	0.667	0.333
UR	2	280	9564	25	1000	100	Parents = 1000 & Loci = 100	9846	0	0.028	0.971
FS	6	4	0	26	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	2	16	10	26	1000	100	Parents = 1000 & Loci = 100	28	0.071	0.571	0.357
UR	6	328	9528	26	1000	100	Parents = 1000 & Loci = 100	9862	0.001	0.033	0.966
FS	8	4	0	27	1000	100	Parents = 1000 & Loci = 100	12	0.667	0.333	0
HS	2	12	12	27	1000	100	Parents = 1000 & Loci = 100	26	0.077	0.462	0.462
UR	10	322	9530	27	1000	100	Parents = 1000 & Loci = 100	9862	0.001	0.033	0.966
FS	4	6	0	28	1000	100	Parents = 1000 & Loci = 100	10	0.4	0.6	0
HS	0	12	14	28	1000	100	Parents = 1000 & Loci = 100	26	0	0.462	0.538
UR	4	318	9542	28	1000	100	Parents = 1000 & Loci = 100	9864	0	0.032	0.967
FS	8	4	0	29	1000	100	Parents = 1000 & Loci = 100	12	0.667	0.333	0
HS	2	10	12	29	1000	100	Parents = 1000 & Loci = 100	24	0.083	0.417	0.5
UR	2	316	9546	29	1000	100	Parents = 1000 & Loci = 100	9864	0	0.032	0.968
FS	4	14	4	3	1000	100	Parents = 1000 & Loci = 100	22	0.182	0.636	0.182
HS	0	2	14	3	1000	100	Parents = 1000 & Loci = 100	16	0	0.125	0.875
UR	0	318	9544	3	1000	100	Parents = 1000 & Loci = 100	9862	0	0.032	0.968
FS	4	4	0	30	1000	100	Parents = 1000 & Loci = 100	8	0.5	0.5	0
HS	0	14	20	30	1000	100	Parents = 1000 & Loci = 100	34	0	0.412	0.588
UR	8	290	9560	30	1000	100	Parents = 1000 & Loci = 100	9858	0.001	0.029	0.97
FS	10	6	0	31	1000	100	Parents = 1000 & Loci = 100	16	0.625	0.375	0
HS	6	10	14	31	1000	100	Parents = 1000 & Loci = 100	30	0.2	0.333	0.467
UR	0	314	9540	31	1000	100	Parents = 1000 & Loci = 100	9854	0	0.032	0.968
FS	10	6	0	32	1000	100	Parents = 1000 & Loci = 100	16	0.625	0.375	0
HS	0	14	12	32	1000	100	Parents = 1000 & Loci = 100	26	0	0.538	0.462
UR	8	320	9530	32	1000	100	Parents = 1000 & Loci = 100	9858	0.001	0.032	0.967
FS	6	4	0	33	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	0	10	32	33	1000	100	Parents = 1000 & Loci = 100	42	0	0.238	0.762
UR	6	300	9542	33	1000	100	Parents = 1000 & Loci = 100	9848	0.001	0.03	0.969
FS	14	2	0	34	1000	100	Parents = 1000 & Loci = 100	16	0.875	0.125	0
HS	0	20	20	34	1000	100	Parents = 1000 & Loci = 100	40	0	0.5	0.5
UR	4	280	9560	34	1000	100	Parents = 1000 & Loci = 100	9844	0	0.028	0.971
FS	10	8	2	35	1000	100	Parents = 1000 & Loci = 100	20	0.5	0.4	0.1
HS	0	20	6	35	1000	100	Parents = 1000 & Loci = 100	26	0	0.769	0.231
UR	2	282	9570	35	1000	100	Parents = 1000 & Loci = 100	9854	0	0.029	0.971
FS	14	2	0	36	1000	100	Parents = 1000 & Loci = 100	16	0.875	0.125	0
HS	2	12	16	36	1000	100	Parents = 1000 & Loci = 100	30	0.067	0.4	0.533
UR	0	262	9592	36	1000	100	Parents = 1000 & Loci = 100	9854	0	0.027	0.973
FS	14	6	2	37	1000	100	Parents = 1000 & Loci = 100	22	0.636	0.273	0.091
HS	0	10	20	37	1000	100	Parents = 1000 & Loci = 100	30	0	0.333	0.667
UR	4	328	9516	37	1000	100	Parents = 1000 & Loci = 100	9848	0	0.033	0.966
FS	6	4	0	38	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	0	14	18	38	1000	100	Parents = 1000 & Loci = 100	32	0	0.438	0.562
UR	2	312	9544	38	1000	100	Parents = 1000 & Loci = 100	9858	0	0.032	0.968
FS	10	4	0	39	1000	100	Parents = 1000 & Loci = 100	14	0.714	0.286	0
HS	0	12	4	39	1000	100	Parents = 1000 & Loci = 100	16	0	0.75	0.25
UR	2	308	9560	39	1000	100	Parents = 1000 & Loci = 100	9870	0	0.031	0.969
FS	8	0	0	4	1000	100	Parents = 1000 & Loci = 100	8	1	0	0
HS	0	16	14	4	1000	100	Parents = 1000 & Loci = 100	30	0	0.533	0.467
UR	8	262	9592	4	1000	100	Parents = 1000 & Loci = 100	9862	0.001	0.027	0.973
FS	8	6	0	40	1000	100	Parents = 1000 & Loci = 100	14	0.571	0.429	0
HS	4	6	20	40	1000	100	Parents = 1000 & Loci = 100	30	0.133	0.2	0.667
UR	2	316	9538	40	1000	100	Parents = 1000 & Loci = 100	9856	0	0.032	0.968
FS	12	4	2	41	1000	100	Parents = 1000 & Loci = 100	18	0.667	0.222	0.111
HS	0	16	14	41	1000	100	Parents = 1000 & Loci = 100	30	0	0.533	0.467
UR	2	358	9492	41	1000	100	Parents = 1000 & Loci = 100	9852	0	0.036	0.963
FS	10	4	0	42	1000	100	Parents = 1000 & Loci = 100	14	0.714	0.286	0
HS	0	12	6	42	1000	100	Parents = 1000 & Loci = 100	18	0	0.667	0.333
UR	4	278	9586	42	1000	100	Parents = 1000 & Loci = 100	9868	0	0.028	0.971
FS	10	2	0	43	1000	100	Parents = 1000 & Loci = 100	12	0.833	0.167	0
HS	0	16	16	43	1000	100	Parents = 1000 & Loci = 100	32	0	0.5	0.5
UR	2	320	9534	43	1000	100	Parents = 1000 & Loci = 100	9856	0	0.032	0.967
FS	12	2	0	44	1000	100	Parents = 1000 & Loci = 100	14	0.857	0.143	0
HS	2	16	14	44	1000	100	Parents = 1000 & Loci = 100	32	0.062	0.5	0.438
UR	4	316	9534	44	1000	100	Parents = 1000 & Loci = 100	9854	0	0.032	0.968
FS	4	0	0	45	1000	100	Parents = 1000 & Loci = 100	4	1	0	0
HS	2	10	24	45	1000	100	Parents = 1000 & Loci = 100	36	0.056	0.278	0.667
UR	2	330	9528	45	1000	100	Parents = 1000 & Loci = 100	9860	0	0.033	0.966
FS	12	2	0	46	1000	100	Parents = 1000 & Loci = 100	14	0.857	0.143	0
HS	2	14	14	46	1000	100	Parents = 1000 & Loci = 100	30	0.067	0.467	0.467
UR	2	278	9576	46	1000	100	Parents = 1000 & Loci = 100	9856	0	0.028	0.972
FS	20	6	0	47	1000	100	Parents = 1000 & Loci = 100	26	0.769	0.231	0
HS	0	14	10	47	1000	100	Parents = 1000 & Loci = 100	24	0	0.583	0.417
UR	10	304	9536	47	1000	100	Parents = 1000 & Loci = 100	9850	0.001	0.031	0.968
FS	12	2	0	48	1000	100	Parents = 1000 & Loci = 100	14	0.857	0.143	0
HS	2	8	14	48	1000	100	Parents = 1000 & Loci = 100	24	0.083	0.333	0.583
UR	6	336	9520	48	1000	100	Parents = 1000 & Loci = 100	9862	0.001	0.034	0.965
FS	20	6	0	49	1000	100	Parents = 1000 & Loci = 100	26	0.769	0.231	0
HS	2	6	8	49	1000	100	Parents = 1000 & Loci = 100	16	0.125	0.375	0.5
UR	4	304	9550	49	1000	100	Parents = 1000 & Loci = 100	9858	0	0.031	0.969
FS	14	2	2	5	1000	100	Parents = 1000 & Loci = 100	18	0.778	0.111	0.111
HS	2	16	10	5	1000	100	Parents = 1000 & Loci = 100	28	0.071	0.571	0.357
UR	2	324	9528	5	1000	100	Parents = 1000 & Loci = 100	9854	0	0.033	0.967
FS	4	8	2	50	1000	100	Parents = 1000 & Loci = 100	14	0.286	0.571	0.143
HS	2	8	24	50	1000	100	Parents = 1000 & Loci = 100	34	0.059	0.235	0.706
UR	4	294	9554	50	1000	100	Parents = 1000 & Loci = 100	9852	0	0.03	0.97
FS	6	0	0	51	1000	100	Parents = 1000 & Loci = 100	6	1	0	0
HS	0	8	6	51	1000	100	Parents = 1000 & Loci = 100	14	0	0.571	0.429
UR	2	280	9598	51	1000	100	Parents = 1000 & Loci = 100	9880	0	0.028	0.971
FS	6	4	2	52	1000	100	Parents = 1000 & Loci = 100	12	0.5	0.333	0.167
HS	0	16	16	52	1000	100	Parents = 1000 & Loci = 100	32	0	0.5	0.5
UR	2	332	9522	52	1000	100	Parents = 1000 & Loci = 100	9856	0	0.034	0.966
FS	4	2	0	53	1000	100	Parents = 1000 & Loci = 100	6	0.667	0.333	0
HS	0	14	18	53	1000	100	Parents = 1000 & Loci = 100	32	0	0.438	0.562
UR	4	302	9556	53	1000	100	Parents = 1000 & Loci = 100	9862	0	0.031	0.969
FS	6	4	0	54	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	0	10	10	54	1000	100	Parents = 1000 & Loci = 100	20	0	0.5	0.5
UR	2	284	9584	54	1000	100	Parents = 1000 & Loci = 100	9870	0	0.029	0.971
FS	16	6	0	55	1000	100	Parents = 1000 & Loci = 100	22	0.727	0.273	0
HS	0	24	18	55	1000	100	Parents = 1000 & Loci = 100	42	0	0.571	0.429
UR	2	312	9522	55	1000	100	Parents = 1000 & Loci = 100	9836	0	0.032	0.968
FS	12	4	2	56	1000	100	Parents = 1000 & Loci = 100	18	0.667	0.222	0.111
HS	4	12	10	56	1000	100	Parents = 1000 & Loci = 100	26	0.154	0.462	0.385
UR	2	288	9566	56	1000	100	Parents = 1000 & Loci = 100	9856	0	0.029	0.971
FS	10	6	0	57	1000	100	Parents = 1000 & Loci = 100	16	0.625	0.375	0
HS	2	10	10	57	1000	100	Parents = 1000 & Loci = 100	22	0.091	0.455	0.455
UR	2	286	9574	57	1000	100	Parents = 1000 & Loci = 100	9862	0	0.029	0.971
FS	4	2	0	58	1000	100	Parents = 1000 & Loci = 100	6	0.667	0.333	0
HS	2	14	14	58	1000	100	Parents = 1000 & Loci = 100	30	0.067	0.467	0.467
UR	4	286	9574	58	1000	100	Parents = 1000 & Loci = 100	9864	0	0.029	0.971
FS	12	2	0	59	1000	100	Parents = 1000 & Loci = 100	14	0.857	0.143	0
HS	0	28	10	59	1000	100	Parents = 1000 & Loci = 100	38	0	0.737	0.263
UR	4	306	9538	59	1000	100	Parents = 1000 & Loci = 100	9848	0	0.031	0.969
FS	8	4	0	6	1000	100	Parents = 1000 & Loci = 100	12	0.667	0.333	0
HS	0	28	14	6	1000	100	Parents = 1000 & Loci = 100	42	0	0.667	0.333
UR	0	316	9530	6	1000	100	Parents = 1000 & Loci = 100	9846	0	0.032	0.968
FS	12	2	2	60	1000	100	Parents = 1000 & Loci = 100	16	0.75	0.125	0.125
HS	2	10	2	60	1000	100	Parents = 1000 & Loci = 100	14	0.143	0.714	0.143
UR	4	316	9550	60	1000	100	Parents = 1000 & Loci = 100	9870	0	0.032	0.968
FS	14	4	2	61	1000	100	Parents = 1000 & Loci = 100	20	0.7	0.2	0.1
HS	0	0	2	61	1000	100	Parents = 1000 & Loci = 100	2	0	0	1
UR	6	348	9524	61	1000	100	Parents = 1000 & Loci = 100	9878	0.001	0.035	0.964
FS	12	4	2	62	1000	100	Parents = 1000 & Loci = 100	18	0.667	0.222	0.111
HS	2	14	14	62	1000	100	Parents = 1000 & Loci = 100	30	0.067	0.467	0.467
UR	0	304	9548	62	1000	100	Parents = 1000 & Loci = 100	9852	0	0.031	0.969
FS	6	2	0	63	1000	100	Parents = 1000 & Loci = 100	8	0.75	0.25	0
HS	0	12	22	63	1000	100	Parents = 1000 & Loci = 100	34	0	0.353	0.647
UR	4	346	9508	63	1000	100	Parents = 1000 & Loci = 100	9858	0	0.035	0.964
FS	8	6	0	64	1000	100	Parents = 1000 & Loci = 100	14	0.571	0.429	0
HS	0	32	4	64	1000	100	Parents = 1000 & Loci = 100	36	0	0.889	0.111
UR	2	272	9576	64	1000	100	Parents = 1000 & Loci = 100	9850	0	0.028	0.972
FS	8	4	2	65	1000	100	Parents = 1000 & Loci = 100	14	0.571	0.286	0.143
HS	0	14	18	65	1000	100	Parents = 1000 & Loci = 100	32	0	0.438	0.562
UR	0	360	9494	65	1000	100	Parents = 1000 & Loci = 100	9854	0	0.037	0.963
FS	10	0	0	66	1000	100	Parents = 1000 & Loci = 100	10	1	0	0
HS	0	30	10	66	1000	100	Parents = 1000 & Loci = 100	40	0	0.75	0.25
UR	0	312	9538	66	1000	100	Parents = 1000 & Loci = 100	9850	0	0.032	0.968
FS	6	0	0	67	1000	100	Parents = 1000 & Loci = 100	6	1	0	0
HS	0	10	12	67	1000	100	Parents = 1000 & Loci = 100	22	0	0.455	0.545
UR	8	298	9566	67	1000	100	Parents = 1000 & Loci = 100	9872	0.001	0.03	0.969
FS	2	2	0	68	1000	100	Parents = 1000 & Loci = 100	4	0.5	0.5	0
HS	2	10	8	68	1000	100	Parents = 1000 & Loci = 100	20	0.1	0.5	0.4
UR	4	324	9548	68	1000	100	Parents = 1000 & Loci = 100	9876	0	0.033	0.967
FS	2	0	0	69	1000	100	Parents = 1000 & Loci = 100	2	1	0	0
HS	0	10	16	69	1000	100	Parents = 1000 & Loci = 100	26	0	0.385	0.615
UR	6	292	9574	69	1000	100	Parents = 1000 & Loci = 100	9872	0.001	0.03	0.97
FS	6	4	0	7	1000	100	Parents = 1000 & Loci = 100	10	0.6	0.4	0
HS	0	14	10	7	1000	100	Parents = 1000 & Loci = 100	24	0	0.583	0.417
UR	2	306	9558	7	1000	100	Parents = 1000 & Loci = 100	9866	0	0.031	0.969
FS	16	2	0	70	1000	100	Parents = 1000 & Loci = 100	18	0.889	0.111	0
HS	2	24	14	70	1000	100	Parents = 1000 & Loci = 100	40	0.05	0.6	0.35
UR	2	294	9546	70	1000	100	Parents = 1000 & Loci = 100	9842	0	0.03	0.97
FS	28	8	0	71	1000	100	Parents = 1000 & Loci = 100	36	0.778	0.222	0
